target_library,package_name,candidate_name,primary_category,component_kind,repo_count,file_count,priority,rationale,evidence_repos
shared-observability,@platphorm/observability,performance,observability,observability-module,2,2,low,observability-module classified as observability with reuse potential across 2 repositories and 2 files.,"mbarbine__PH3AR-WEBBY, mbarbine__platphorm-quake"
shared-backend,@platphorm/backend,shared-parameter-db,backend,backend-module,2,2,low,backend-module classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,jenkins-parameter-db,backend,backend-module,2,2,low,backend-module classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,properties,backend,backend-module,2,2,low,backend-module classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__platphorm-real-estate-NAD"
shared-backend,@platphorm/backend,main,backend,backend-module,2,2,low,backend-module classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__job-manager"
shared-styles,@platphorm/styles,responsive-utilities,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,carousel,style,ui-primitive,2,2,low,ui-primitive classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,pager,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,modals,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,tooltip,style,ui-primitive,2,2,low,ui-primitive classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,forms,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,progress-bar,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,data-tables-alphabet-search,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-find-cell-row-indexes,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-data-update,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-add-tr,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-add-data-and-display,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-filter-all,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-display-start,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-find-cell-row-nodes,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-standing-redraw,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-get-hidden-nodes,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-sort-neutral,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-paging-info,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-reload-ajax,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,column-title,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,columns-order,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-column-index-to-visible,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-display-row,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,page-jump-to-data,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-filter-clear,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-processing-indicator,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-visible-to-column-index,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-get-column-data,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-get-tds,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-fake-rowspan,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-length-change,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,average,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-get-column-index,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-get-adjacent-tr,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-set-filtering-delay,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-filter-on-return,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,sum,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-get-td,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-backend,@platphorm/backend,fn-multi-filter,backend,api-route,2,2,low,api-route classified as backend with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,metis-menu,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,extras,style,stylesheet,2,2,low,stylesheet classified as style with reuse potential across 2 repositories and 2 files.,"mbarbine__Scripts, mbarbine__xsociety"
